"model_type","terms","n","aic","bic","cfi","rmsea","sar_r2","term1","term2","term3","b1","p1","b2","p2","b3","p3","n_terms","has_ishark","has_issl","has_icsl","has_any_index","index_count","model_label","delta_aic_vs_base","delta_r2_vs_base","delta_aic_global","aic_weight"
"3var_global","x13_wgoa_cap_pcod + x15_arrowtooth_flounder_biomass_pred_ak + x15_icsl_cslchin_ratio",24,98.215222327328,108.817706800459,1,0,0.827020746210019,"x13_wgoa_cap_pcod","x15_arrowtooth_flounder_biomass_pred_ak","x15_icsl_cslchin_ratio",0.654773677156967,2.62547761309406e-11,-1.07536810576365,1.7963408538435e-13,-1.01722707481567,4.97668573018473e-12,3,FALSE,FALSE,TRUE,TRUE,1,"M7777",-28.0526081888001,0.526035582247128,0,0.272391988528044
"3var_global","x15_dfa_sleeper_shark_bsai_pred_ak + x15_issl_z + x15_icsl_cslchin_ratio",24,100.771710204225,111.374194677357,1,0,0.819847695360346,"x15_dfa_sleeper_shark_bsai_pred_ak","x15_issl_z","x15_icsl_cslchin_ratio",-1.05546630633516,7.54951656745106e-15,-0.40673716989629,0.00169558645603596,-0.640780136174563,6.08166545557065e-05,3,FALSE,TRUE,TRUE,TRUE,2,"M9866",-25.4961203119026,0.518862531397456,2.55648787689748,0.0758682455534035
"3var_global","x21_pdo_djf + x15_dfa_sleeper_shark_bsai_pred_ak + x15_icsl_cslchin_ratio",24,101.516430969874,112.118915443005,1,0,0.810126210640417,"x21_pdo_djf","x15_dfa_sleeper_shark_bsai_pred_ak","x15_icsl_cslchin_ratio",-0.297543979555342,0.00298169967606299,-0.890776806053423,1.54895429815838e-10,-0.774217142332029,1.40451444030631e-07,3,FALSE,FALSE,TRUE,TRUE,1,"M8539",-24.7513995462541,0.509141046677526,3.30120864254602,0.0522812522843116
"3var_global","x12_copepod_com_e_go_a + x15_dfa_sleeper_shark_bsai_pred_ak + x15_icsl_cslchin_ratio",24,102.135705528232,112.738190001364,1,0,0.810490631267389,"x12_copepod_com_e_go_a","x15_dfa_sleeper_shark_bsai_pred_ak","x15_icsl_cslchin_ratio",0.267627847816171,0.00472279627485528,-1.01803372741284,1.72084568816899e-13,-0.964499035087922,6.41751096708276e-11,3,FALSE,FALSE,TRUE,TRUE,1,"M2100",-24.1321249878957,0.509505467304498,3.92048320090436,0.0383594365987509
"3var_global","x13_mid_il_capelin + x15_arrowtooth_flounder_biomass_pred_ak + x15_icsl_cslchin_ratio",24,102.244089998621,112.846574471753,0.950406104374138,0.156277927393006,0.790897424864414,"x13_mid_il_capelin","x15_arrowtooth_flounder_biomass_pred_ak","x15_icsl_cslchin_ratio",0.641314991778638,5.91682147721428e-09,-1.00791176469602,1.05838893205146e-10,-1.03065814001605,1.99463556782575e-10,3,FALSE,FALSE,TRUE,TRUE,1,"M8832",-24.0237405175067,0.489912260901523,4.0288676712934,0.0363359760961142
"3var_global","x13_dfa_wgoa_dfa_seabirds + x15_arrowtooth_flounder_biomass_pred_ak + x15_icsl_cslchin_ratio",24,102.392683640686,112.995168113817,0.971695414504265,0.116568749046126,0.797271956642481,"x13_dfa_wgoa_dfa_seabirds","x15_arrowtooth_flounder_biomass_pred_ak","x15_icsl_cslchin_ratio",-0.59130186697691,7.109232313951e-09,-0.979041719406083,2.80680811926004e-10,-1.05531978050224,1.28952182265607e-10,3,FALSE,FALSE,TRUE,TRUE,1,"M6148",-23.8751468754422,0.496286792679591,4.17746131335792,0.0337341779688441
"3var_global","x21_sst_wgoa_coastwatch_junjulaug + x15_issl_z + x15_ishark_df_asleeper_z",24,103.086170714333,113.688655187465,1,0,0.79170565440684,"x21_sst_wgoa_coastwatch_junjulaug","x15_issl_z","x15_ishark_df_asleeper_z",-0.476421364561915,3.37878769200994e-05,-0.489122838051858,8.65719815175137e-05,-0.634635908318132,9.80148116003221e-08,3,TRUE,TRUE,FALSE,TRUE,2,"M8334",-23.181659801795,0.49072049044395,4.87094838700509,0.0238496124958837
"3var_global","x12_dfa_biomass_euph_shelf_sum + x15_arrowtooth_flounder_biomass_pred_ak + x15_pacific_cod_biomass_pred_ak",24,103.822104361949,114.42458883508,1,0,0.788666259444452,"x12_dfa_biomass_euph_shelf_sum","x15_arrowtooth_flounder_biomass_pred_ak","x15_pacific_cod_biomass_pred_ak",-0.935132684878656,5.95812288395337e-12,-0.916239879382309,1.25531363082132e-10,0.762581531224095,5.04569293013901e-08,3,FALSE,FALSE,FALSE,FALSE,0,"M3247",-22.4457261541794,0.487681095481561,5.60688203462067,0.0165072742244375
"3var_global","x13_hexagram_wai + x21_sst_wgoa_coastwatch_junjulaug + x13_stka_herr_matbiom",24,104.059287010785,114.661771483917,0.975931677643604,0.105243811734409,0.776172011204741,"x13_hexagram_wai","x21_sst_wgoa_coastwatch_junjulaug","x13_stka_herr_matbiom",0.372324129838491,0.000982752615214189,-0.600053325009409,1.11409115044481e-07,0.515489055872134,7.41528878966946e-07,3,FALSE,FALSE,FALSE,FALSE,0,"M5136",-22.2085435053428,0.475186847241851,5.8440646834573,0.014661277307639
"3var_global","x10_californian_s_l_2yr_lead_ws + x15_dfa_sleeper_shark_bsai_pred_ak + x15_icsl_cslchin_ratio",24,104.232543399495,114.835027872626,1,0,0.787587337825736,"x10_californian_s_l_2yr_lead_ws","x15_dfa_sleeper_shark_bsai_pred_ak","x15_icsl_cslchin_ratio",0.476297686915487,0.0212403705629607,-0.741930256900323,2.87445491420346e-05,-1.10646471892717,8.27611978948539e-10,3,FALSE,FALSE,TRUE,TRUE,1,"M9189",-22.0352871166331,0.486602173862846,6.01732107216699,0.0134446549700782
"3var_global","x21_sst_wgoa_coastwatch_junjulaug + x15_ishark_df_asleeper_z + x15_icsl_cslchin_ratio",24,104.422136925484,115.024621398615,1,0,0.780055486366086,"x21_sst_wgoa_coastwatch_junjulaug","x15_ishark_df_asleeper_z","x15_icsl_cslchin_ratio",-0.437254844473481,0.000340605387407544,-0.747242526454837,3.30090106581693e-07,-0.583666158536539,0.000268927414034614,3,TRUE,FALSE,TRUE,TRUE,2,"M8338",-21.8456935906445,0.479070322403195,6.20691459815563,0.0122286904129382
"3var_global","x15_arrowtooth_flounder_biomass_pred_ak + x15_dfa_sleeper_shark_bsai_pred_ak + x15_icsl_cslchin_ratio",24,104.529509597468,115.1319940706,0.990067415088422,0.0667576299511457,0.786133741298889,"x15_arrowtooth_flounder_biomass_pred_ak","x15_dfa_sleeper_shark_bsai_pred_ak","x15_icsl_cslchin_ratio",-0.379028718894195,0.0261425852342694,-0.842441714120785,8.87022419959749e-08,-1.06528347974613,7.9171313949189e-10,3,FALSE,FALSE,TRUE,TRUE,1,"M9583",-21.7383209186599,0.485148577335998,6.31428727014017,0.0115894885530585
